date,AUSTRALIA,FRANCE,GERMANY,JAPAN,SWITZERLAND,UNITED KINGDOM
2002-01-31,0.019011816096885292,-0.04087430970311201,-0.0020495956383939085,,-0.006851578299568506,-0.01742717366111779
2002-02-28,-0.0018319390110898004,-0.004393968310331564,-0.008807217494197328,,0.011660710680198472,-0.0033406566422105044
2002-03-28,0.005198809659855197,0.05208101504146523,0.04932812497435912,,0.048759428575215535,0.03893006642406216
2002-03-29,,,,,,
2002-04-30,0.012587393886620557,-0.010538074402538955,-0.011617355534036755,-0.013728089251227926,-0.043421687793406716,-0.0018058611693845261
2002-05-31,-0.00020378610633431382,-0.02801613361115185,-0.025702757250825825,0.035987278516648624,0.0029628767737810424,-0.01148246305709233
2002-06-27,-0.0267563287945618,,,,,
2002-06-28,,-0.04161260320050175,-0.028971561265521806,-0.10612747728065464,-0.1100067779026277,-0.06750396627297783
2002-07-31,-0.0378156425170485,-0.1040689705811716,-0.1088935054266933,-0.05772012111939795,-0.13237144643272203,-0.0895299311778891
2002-08-30,-0.00672929260983135,-0.02004993363087293,-0.01835199026504153,-0.015361655645532601,0.02242802602334648,-0.00981900455335416
2002-09-30,-0.033042018364472514,-0.1480850880655289,-0.2044195403388297,0.0016751486095016865,-0.0894024385845783,-0.11373533351166087
2002-10-31,0.012125845793174328,0.11046469881781396,0.10372459888517915,-0.061185862796920176,0.03038492451640118,0.07450893293125072
2002-11-29,0.014541940225131,0.06762258288156109,0.04871382964027671,0.014720881879629388,0.018890243101576276,0.04105452842242996
2002-12-30,,,-0.07972706740019386,-0.05099615358582066,-0.10268542773763056,
2002-12-31,0.026148198317262672,-0.02525911740604947,,,,-0.03231982964202351
2003-01-31,0.007503601889035982,-0.026153717881296723,-0.018534939828109276,-0.021494720133063305,-0.0613721177212847,-0.0939053559673585
2003-02-28,-0.04373225147940907,-0.051315090069185665,-0.05198543748711404,-0.00838539961566842,-0.05194193740615649,0.011202462256526768
2003-03-31,0.05469192753878693,-0.038018336676569175,-0.03126101500496148,-0.020973554319611898,0.003783783170480337,-0.009890761215090027
2003-04-30,0.045870042025736524,0.11335623785490467,0.16803736439954897,0.015195382142099145,0.1207559097102815,0.09095430651634007
2003-05-30,0.06571364291189985,0.09836728527905425,0.08812193729154738,0.027429289403891,-0.04030604811539373,0.07514025620893472
2003-06-30,0.011508813071128055,0.0067227080824279195,0.039037499356709304,0.08087713930488083,0.06836570911518836,-0.02011521176584452
2003-07-31,0.035509409363499334,0.036515068574729304,0.06126926522913645,0.04077719837508864,0.04822376496526615,0.03608175483155285
