date,AUSTRALIA,FRANCE,GERMANY,JAPAN,SWITZERLAND,UNITED KINGDOM
2002-01-31,,,,,,
2002-02-28,,,,,,
2002-03-28,,,,,,
2002-03-29,,,,,,
2002-04-30,0.03854259342053967,-0.008198318474356592,-0.00928015175501784,-0.013728089251227926,-0.03622818658762128,-0.009297462523802813
2002-05-31,-0.00020378610633431382,-0.02801613361115185,-0.025702757250825825,0.035987278516648624,0.0029628767737810424,-0.01148246305709233
2002-06-27,-0.0267563287945618,,,,,
2002-06-28,,-0.029920268198944777,-0.017125005436806506,-0.10612747728065464,-0.12692089684096608,-0.043630296424376436
2002-07-31,-0.0378156425170485,-0.1040689705811716,-0.1088935054266933,-0.05772012111939795,-0.13237144643272203,-0.0895299311778891
2002-08-30,0.025539434806541195,-0.0036046968905516508,-0.0018782591334435272,-0.015361655645532601,0.01687275505113428,-0.0066894346848094255
2002-09-30,-0.018492113460692683,-0.14843366633174238,-0.20474506822122374,0.0016751486095016865,-0.08656362352420088,-0.11836662387158148
2002-10-31,0.012125845793174328,0.11046469881781396,0.10372459888517915,-0.061185862796920176,0.03038492451640118,0.07450893293125072
2002-11-29,0.003979093183609006,0.05159106301246563,0.03296624536616388,0.014720881879629388,0.041792112556204186,0.02695851051145781
2002-12-30,,,-0.04573727613054546,-0.05099615358582066,-0.14902544111986027,
2002-12-31,0.03142210048883931,-0.041873347186312526,,,,-0.03017138752103199
2003-01-31,0.022197089223789712,-0.037299521294737015,-0.02976794119464632,-0.021494720133063305,-0.058870979946345825,-0.12789723200519687
2003-02-28,-0.05778809100457849,-0.04173182137099507,-0.04240894039386822,-0.00838539961566842,-0.0541051217139179,0.030893069955611585
2003-03-31,0.07732856890916562,-0.019211415511897534,-0.012321986939703766,-0.020973554319611898,-0.00801143756440037,0.008759293754622366
2003-04-30,0.045870042025736524,0.11335623785490467,0.16803736439954897,0.015195382142099145,0.1207559097102815,0.09095430651634007
2003-05-30,0.04536598409692183,0.08651792311717976,0.07638310358441225,0.027429289403891,-0.030072264743354893,0.06861871860014634
2003-06-30,-0.017859426539106438,0.009729809397110989,0.0421411256137072,0.08087713930488083,0.052417175555106166,-0.02332439337200587
2003-07-31,0.035509409363499334,0.036515068574729304,0.06126926522913645,0.04077719837508864,0.04822376496526615,0.03608175483155285
2003-08-29,0.03088697925956385,0.011508492039080664,-0.011798858229371323,0.06413380920210399,0.04113722629562111,-0.0067585756652619455
2003-09-30,0.04913788479974435,-0.043177355039092924,-0.048421203246724276,-0.021996421756691475,-0.0022124562631626876,0.006757126088128729
2003-10-31,0.035026537866486684,0.06688413522944181,0.09687500585832876,0.026224547792194075,0.041996626964694306,0.04674695460273748
2003-11-28,0.006527020884550483,0.047070025688925154,0.05001603998924953,-0.04189489940740165,-0.017550759896428736,0.02997449186926815
2003-12-30,,,0.08638771560062097,0.02881605551698363,-0.01623571221013953,
2003-12-31,0.03594679065453166,0.03296252284958889,,,,0.02888523683087363
2004-01-30,0.007011418994367302,0.017041569873118112,0.025059846643852746,-0.008203709974120565,0.06695473175059585,0.010136895928322343
2004-02-27,0.04187988217950522,0.02577643308074551,-0.00339969302517229,0.03621760343243796,0.02254393790706044,0.048330216657913594
